id,transaction_amount,citizenship,sex,pregnancy,race,family_status,place_of_origin,marital_status,ethnic_origin,sexual_orientation,color,gender_identity,ancestry,gender_expression,disability,public_assistance,age,record_of_offenses,creed,marked,actual
539,14725,Jordan,Female,Yes,White,Divorced,Canada,Married,Middle Eastern,Heterosexual,Brown,Female,Western,Masculine,Yes,No,57,Yes,Christian,0,1
540,8123,Korea,Male,No,Hispanic,Married,Mexico,Single,African,Heterosexual,Black,Male,Asian,Feminine,No,Yes,26,Yes,Atheist,1,1
541,3150,Vietnam,Male,Yes,White,Divorced,Canada,Married,African,Bisexual,White,Male,Asian,Feminine,Yes,Yes,18,No,Christian,1,0
542,5985,India,Female,Yes,White,Single,China,Married,African,Homosexual,Brown,Female,African,Masculine,Yes,Yes,25,No,Muslim,1,1
543,13620,UK,Male,No,Black,Single,Mexico,Married,Middle Eastern,Heterosexual,Black,Male,Middle Eastern,Feminine,Yes,Yes,42,No,Hindu,0,0
544,13551,China,Male,No,Asian,Single,South Korea,Divorced,Middle Eastern,Heterosexual,White,Male,Middle Eastern,Feminine,Yes,Yes,34,No,Hindu,1,0
545,18287,Korea,Male,Yes,Arab,Divorced,Mexico,Married,African,Heterosexual,White,Male,Middle Eastern,Masculine,Yes,No,37,Yes,Jewish,0,0
546,10034,UK,Male,Yes,Hispanic,Divorced,China,Single,African,Homosexual,White,Male,Asian,Feminine,Yes,No,53,Yes,Muslim,1,1
547,14119,UK,Female,No,White,Divorced,South Korea,Divorced,Asian,Homosexual,White,Female,Asian,Feminine,Yes,No,64,No,Hindu,0,0
548,2217,India,Male,No,Arab,Single,China,Divorced,European,Homosexual,Brown,Male,Middle Eastern,Feminine,Yes,No,35,No,Buddhist,0,1
549,19033,China,Male,Yes,Hispanic,Single,China,Divorced,Middle Eastern,Homosexual,White,Male,Western,Masculine,No,No,58,Yes,Jewish,1,1
550,13475,Nigeria,Male,No,Hispanic,Single,South Korea,Married,African,Heterosexual,Black,Male,Middle Eastern,Masculine,Yes,Yes,64,Yes,Jewish,0,1
551,13203,Korea,Male,Yes,Hispanic,Married,South Korea,Divorced,Asian,Bisexual,Yellow,Male,Latin,Masculine,No,Yes,27,No,Muslim,0,1
552,8039,Hong Kong,Male,No,White,Divorced,Mexico,Married,Asian,Bisexual,Black,Male,Latin,Masculine,Yes,No,56,Yes,Atheist,0,1
553,6860,Korea,Male,No,Arab,Married,US,Single,European,Bisexual,Yellow,Male,Latin,Masculine,Yes,No,60,Yes,Christian,1,0
554,2890,Brazil,Female,No,Arab,Single,Canada,Married,Hispanic,Heterosexual,Yellow,Female,Asian,Feminine,No,No,32,No,Atheist,1,1
555,7550,Argentina,Male,Yes,Arab,Married,US,Married,Hispanic,Bisexual,White,Male,Latin,Masculine,Yes,No,58,Yes,Buddhist,0,1
556,17984,US,Male,Yes,Arab,Single,US,Married,Asian,Heterosexual,White,Male,Asian,Feminine,Yes,Yes,63,No,Christian,1,0
557,18472,Canada,Female,No,White,Divorced,Mexico,Single,Asian,Heterosexual,Yellow,Female,Asian,Masculine,Yes,No,50,No,Muslim,0,0
558,9043,China,Female,Yes,Asian,Divorced,US,Divorced,African,Homosexual,White,Female,Latin,Masculine,Yes,Yes,41,No,Hindu,1,1
559,14042,Korea,Female,Yes,White,Married,South Korea,Single,Middle Eastern,Heterosexual,Brown,Female,Asian,Masculine,Yes,No,24,Yes,Buddhist,1,0
560,7135,Korea,Female,Yes,Hispanic,Married,Canada,Married,Hispanic,Heterosexual,Yellow,Female,Western,Masculine,Yes,No,36,Yes,Jewish,0,0
561,6871,Vietnam,Female,No,Hispanic,Single,Mexico,Married,Middle Eastern,Homosexual,Brown,Female,African,Feminine,Yes,Yes,34,No,Atheist,0,0
562,18212,South Korea,Male,Yes,Asian,Married,Mexico,Single,Asian,Bisexual,Yellow,Male,Middle Eastern,Masculine,No,No,30,No,Muslim,0,0
563,5321,South Korea,Female,No,Asian,Single,Canada,Single,Hispanic,Homosexual,Brown,Female,African,Masculine,No,No,25,No,Muslim,0,0
564,15481,UK,Female,No,Arab,Divorced,Mexico,Single,Hispanic,Homosexual,Black,Female,Middle Eastern,Feminine,Yes,Yes,36,Yes,Hindu,1,1
565,18394,Brazil,Female,No,White,Married,China,Divorced,Hispanic,Heterosexual,White,Female,African,Masculine,No,Yes,52,No,Atheist,1,1
566,6971,US,Female,No,White,Married,China,Single,Middle Eastern,Bisexual,White,Female,Asian,Masculine,Yes,Yes,29,No,Atheist,1,1
567,3365,Nigeria,Female,No,Black,Divorced,South Korea,Divorced,Middle Eastern,Heterosexual,Brown,Female,Western,Masculine,No,No,34,No,Atheist,0,1
568,2297,US,Male,No,Hispanic,Single,China,Single,Middle Eastern,Homosexual,Black,Male,Asian,Feminine,No,No,41,No,Atheist,0,1
569,2620,China,Female,Yes,Black,Married,Canada,Single,African,Homosexual,White,Female,Middle Eastern,Masculine,Yes,Yes,32,Yes,Christian,0,1
570,2260,Australia,Male,Yes,White,Single,Canada,Single,Middle Eastern,Homosexual,Yellow,Male,Middle Eastern,Masculine,Yes,Yes,50,No,Christian,1,0
571,1980,US,Male,No,Asian,Married,South Korea,Married,Hispanic,Homosexual,White,Male,Middle Eastern,Masculine,No,No,37,Yes,Jewish,1,1
572,5904,Taiwan,Female,No,Hispanic,Single,South Korea,Married,African,Bisexual,Brown,Female,Latin,Feminine,Yes,Yes,31,Yes,Hindu,0,1
573,19058,Taiwan,Male,Yes,Asian,Married,China,Divorced,European,Heterosexual,White,Male,African,Feminine,No,Yes,62,No,Atheist,0,0
574,5845,Argentina,Female,No,Asian,Married,Canada,Married,Hispanic,Bisexual,Yellow,Female,African,Masculine,Yes,Yes,58,No,Christian,0,0
575,3289,India,Male,No,Black,Divorced,China,Single,Middle Eastern,Homosexual,Black,Male,Western,Feminine,Yes,No,24,No,Jewish,1,0
576,15021,Canada,Male,No,Black,Married,South Korea,Married,Hispanic,Bisexual,Black,Male,Asian,Masculine,No,Yes,66,No,Atheist,1,1
577,14768,Hong Kong,Female,No,White,Married,Canada,Married,African,Heterosexual,Black,Female,Asian,Feminine,Yes,No,28,No,Buddhist,1,0
578,11381,Canada,Male,Yes,Hispanic,Married,Mexico,Married,Hispanic,Homosexual,Black,Male,Western,Feminine,No,No,40,No,Hindu,0,1
579,1807,China,Female,Yes,Arab,Single,Mexico,Divorced,Hispanic,Heterosexual,Black,Female,Western,Masculine,Yes,No,55,Yes,Buddhist,0,0
580,7315,Mexico,Female,Yes,Asian,Single,US,Married,Asian,Homosexual,Yellow,Female,African,Masculine,No,Yes,52,No,Hindu,0,1
581,2738,Vietnam,Male,Yes,Black,Married,US,Divorced,Middle Eastern,Heterosexual,Yellow,Male,Latin,Masculine,Yes,Yes,51,Yes,Atheist,0,0
582,11772,Brazil,Male,No,Asian,Single,Canada,Divorced,African,Bisexual,Yellow,Male,Latin,Masculine,No,Yes,61,No,Buddhist,1,0
583,1622,Brazil,Female,No,Black,Divorced,Canada,Married,Hispanic,Bisexual,Black,Female,Middle Eastern,Masculine,Yes,Yes,67,Yes,Hindu,1,0
584,7222,Vietnam,Female,Yes,Asian,Single,Mexico,Single,African,Heterosexual,Brown,Female,Middle Eastern,Feminine,No,Yes,42,No,Jewish,1,0
585,6324,Argentina,Male,Yes,Arab,Divorced,South Korea,Single,African,Homosexual,White,Male,Western,Feminine,No,No,42,Yes,Jewish,1,1
586,9475,US,Male,No,White,Married,China,Single,African,Homosexual,Black,Male,Asian,Masculine,Yes,No,62,No,Buddhist,1,1
587,2847,Nigeria,Male,Yes,White,Divorced,US,Divorced,Asian,Heterosexual,White,Male,African,Feminine,No,No,57,No,Buddhist,0,1
588,5360,Hong Kong,Male,Yes,Asian,Married,South Korea,Single,Asian,Homosexual,Yellow,Male,African,Feminine,Yes,No,29,Yes,Christian,0,0
589,11123,US,Male,Yes,Black,Single,Mexico,Divorced,Middle Eastern,Bisexual,Yellow,Male,Asian,Feminine,Yes,Yes,63,No,Muslim,0,1
590,2766,Mexico,Female,Yes,Hispanic,Married,Canada,Single,Middle Eastern,Homosexual,Black,Female,African,Feminine,No,Yes,32,Yes,Buddhist,1,1
591,12006,Argentina,Male,No,White,Divorced,US,Divorced,African,Heterosexual,White,Male,Western,Masculine,Yes,No,65,No,Buddhist,1,1
592,8172,Brazil,Female,No,White,Married,South Korea,Divorced,Hispanic,Bisexual,Black,Female,Middle Eastern,Feminine,No,Yes,45,Yes,Muslim,0,1
593,8939,Korea,Male,Yes,Arab,Married,China,Married,African,Homosexual,Brown,Male,African,Masculine,No,No,68,No,Muslim,1,0
594,14462,Jordan,Male,Yes,Asian,Divorced,Canada,Single,Middle Eastern,Homosexual,Black,Male,Latin,Masculine,No,No,21,Yes,Jewish,0,1
595,12638,South Korea,Female,Yes,Arab,Married,South Korea,Divorced,Asian,Homosexual,Brown,Female,Latin,Masculine,No,Yes,36,Yes,Atheist,0,1
596,12100,Nigeria,Female,Yes,Hispanic,Single,South Korea,Single,Asian,Homosexual,Black,Female,Latin,Feminine,Yes,Yes,68,Yes,Muslim,1,0
597,1669,Australia,Female,No,Black,Married,US,Divorced,European,Bisexual,Black,Female,Asian,Feminine,Yes,Yes,46,Yes,Jewish,0,1
598,9779,Vietnam,Male,No,Black,Married,South Korea,Married,Middle Eastern,Homosexual,White,Male,Asian,Masculine,Yes,No,62,Yes,Atheist,1,1
599,15848,Mexico,Male,Yes,Hispanic,Married,Mexico,Married,Asian,Homosexual,Yellow,Male,African,Feminine,Yes,No,66,No,Jewish,1,0
600,4282,Vietnam,Male,Yes,Hispanic,Single,Mexico,Single,Middle Eastern,Homosexual,White,Male,Latin,Feminine,Yes,No,62,No,Hindu,0,1
601,5593,Argentina,Female,No,Arab,Divorced,US,Single,European,Homosexual,Brown,Female,Western,Feminine,Yes,No,50,No,Christian,1,1
602,11982,India,Female,No,Hispanic,Married,China,Married,African,Homosexual,Black,Female,Latin,Feminine,No,No,60,Yes,Jewish,1,1
603,12026,Vietnam,Female,Yes,Asian,Single,South Korea,Married,African,Homosexual,Yellow,Female,Middle Eastern,Feminine,Yes,No,51,Yes,Jewish,0,1
604,12556,UK,Female,Yes,Arab,Divorced,Canada,Single,Middle Eastern,Heterosexual,White,Female,Latin,Masculine,Yes,No,56,No,Atheist,1,1
605,16101,Brazil,Male,No,Arab,Married,China,Single,African,Homosexual,Brown,Male,Western,Feminine,Yes,No,68,No,Muslim,1,0
606,9838,Nigeria,Female,No,Arab,Single,Canada,Single,African,Heterosexual,White,Female,African,Feminine,No,No,28,No,Hindu,0,0
607,14164,Mexico,Female,No,White,Married,Canada,Divorced,Hispanic,Heterosexual,Black,Female,Middle Eastern,Feminine,No,No,25,Yes,Christian,1,0
608,14290,US,Male,No,White,Married,South Korea,Divorced,European,Homosexual,Brown,Male,Asian,Feminine,No,No,67,Yes,Atheist,1,0
609,17424,Mexico,Female,Yes,Arab,Single,Canada,Married,Middle Eastern,Heterosexual,White,Female,Middle Eastern,Feminine,Yes,No,24,No,Atheist,1,1
610,10977,Taiwan,Male,Yes,White,Married,South Korea,Married,Hispanic,Heterosexual,Black,Male,Middle Eastern,Feminine,No,No,22,No,Hindu,0,0
611,2761,Argentina,Male,No,Black,Divorced,China,Divorced,Asian,Heterosexual,White,Male,Latin,Masculine,No,Yes,67,Yes,Hindu,0,0
612,5459,US,Male,Yes,Black,Married,US,Single,Middle Eastern,Heterosexual,Black,Male,Middle Eastern,Feminine,Yes,Yes,28,Yes,Christian,0,0
613,12919,Hong Kong,Male,Yes,Black,Divorced,Canada,Single,Hispanic,Homosexual,Brown,Male,Middle Eastern,Masculine,Yes,Yes,60,Yes,Buddhist,1,1
614,3893,Hong Kong,Female,No,White,Single,US,Married,Middle Eastern,Heterosexual,Yellow,Female,African,Feminine,No,Yes,37,No,Christian,0,0
615,8402,South Korea,Male,No,Arab,Married,South Korea,Married,European,Bisexual,Brown,Male,Asian,Masculine,Yes,No,67,Yes,Christian,0,0
616,13955,Nigeria,Female,Yes,Hispanic,Divorced,US,Divorced,Middle Eastern,Heterosexual,Black,Female,Asian,Masculine,No,No,18,No,Buddhist,1,1
617,5069,Jordan,Female,No,White,Divorced,China,Divorced,Middle Eastern,Bisexual,Yellow,Female,African,Feminine,Yes,No,42,No,Christian,1,0
618,6049,Nigeria,Female,No,White,Single,South Korea,Single,Hispanic,Homosexual,White,Female,Latin,Feminine,No,Yes,34,Yes,Christian,0,1
619,6270,Taiwan,Female,No,White,Divorced,Canada,Single,African,Bisexual,Brown,Female,African,Masculine,Yes,Yes,55,Yes,Christian,0,0
620,2435,Canada,Male,Yes,Arab,Divorced,Mexico,Married,Hispanic,Homosexual,Brown,Male,Asian,Feminine,Yes,No,29,Yes,Christian,0,0
621,18305,UK,Female,Yes,Black,Married,Mexico,Married,Middle Eastern,Heterosexual,Yellow,Female,Middle Eastern,Masculine,No,Yes,45,No,Hindu,0,0
622,5767,Australia,Male,Yes,White,Divorced,Canada,Single,African,Bisexual,Yellow,Male,African,Masculine,Yes,No,54,No,Christian,1,1
623,7890,Brazil,Male,Yes,Black,Single,China,Divorced,Asian,Bisexual,White,Male,Asian,Feminine,No,Yes,52,Yes,Atheist,1,0
624,17297,Canada,Female,Yes,Hispanic,Single,Mexico,Divorced,European,Homosexual,Black,Female,Middle Eastern,Masculine,Yes,Yes,18,No,Muslim,1,0
625,12773,India,Female,No,Hispanic,Divorced,South Korea,Married,African,Bisexual,Brown,Female,African,Masculine,No,Yes,48,Yes,Christian,1,0
626,4127,Nigeria,Male,No,Hispanic,Divorced,Canada,Divorced,African,Heterosexual,White,Male,Middle Eastern,Masculine,Yes,No,39,Yes,Hindu,0,0
627,5250,Canada,Male,Yes,Arab,Divorced,Canada,Divorced,African,Homosexual,White,Male,Western,Masculine,Yes,Yes,35,No,Hindu,0,0
628,8955,Argentina,Female,Yes,White,Married,South Korea,Single,Middle Eastern,Homosexual,White,Female,Latin,Feminine,No,No,31,Yes,Buddhist,0,0
629,11532,Nigeria,Female,No,White,Single,China,Married,African,Heterosexual,Black,Female,African,Feminine,Yes,Yes,23,Yes,Christian,0,1
630,13398,UK,Male,Yes,Arab,Married,Canada,Married,European,Heterosexual,White,Male,Western,Feminine,No,No,32,Yes,Hindu,1,0
631,1583,Argentina,Female,No,Black,Divorced,Canada,Single,Middle Eastern,Homosexual,Black,Female,Latin,Feminine,No,Yes,55,Yes,Christian,0,1
632,1138,India,Male,Yes,Black,Single,Mexico,Married,European,Homosexual,Black,Male,Middle Eastern,Feminine,Yes,No,59,Yes,Buddhist,0,0
633,9654,Hong Kong,Male,No,Asian,Single,US,Single,European,Bisexual,Yellow,Male,African,Masculine,No,No,47,Yes,Hindu,1,0
634,18582,Hong Kong,Male,No,Hispanic,Single,South Korea,Single,European,Homosexual,Brown,Male,Asian,Masculine,No,Yes,62,No,Buddhist,0,0
635,17604,Argentina,Female,Yes,Black,Single,US,Single,European,Homosexual,Brown,Female,Western,Masculine,Yes,No,50,No,Muslim,0,0
636,19957,Canada,Male,No,Arab,Single,Mexico,Single,Middle Eastern,Bisexual,Yellow,Male,Middle Eastern,Masculine,No,Yes,51,No,Atheist,1,0
637,15943,UK,Female,No,Hispanic,Divorced,South Korea,Single,Hispanic,Bisexual,Brown,Female,Middle Eastern,Feminine,No,No,45,Yes,Atheist,0,1
638,7324,Argentina,Female,No,Arab,Married,Canada,Single,Asian,Heterosexual,Brown,Female,African,Masculine,Yes,Yes,61,No,Christian,0,1
639,12349,Australia,Female,No,Black,Married,Mexico,Divorced,Middle Eastern,Homosexual,White,Female,Western,Masculine,No,No,43,Yes,Christian,1,0
640,13231,Brazil,Female,Yes,Black,Divorced,Canada,Divorced,African,Heterosexual,Yellow,Female,Western,Feminine,No,No,27,No,Christian,1,0
641,2277,South Korea,Male,Yes,White,Single,Canada,Divorced,Asian,Homosexual,Black,Male,Western,Masculine,Yes,Yes,38,Yes,Muslim,0,0
642,11564,Canada,Female,Yes,Asian,Single,Mexico,Divorced,Asian,Heterosexual,Black,Female,Latin,Feminine,No,Yes,55,Yes,Buddhist,0,0
643,15076,Brazil,Male,No,Hispanic,Married,US,Divorced,Asian,Homosexual,Yellow,Male,Western,Feminine,No,Yes,41,No,Atheist,0,1
644,11054,Argentina,Male,No,Hispanic,Married,Mexico,Married,European,Bisexual,Yellow,Male,Asian,Masculine,No,Yes,52,No,Hindu,0,0
645,8154,US,Male,Yes,Asian,Single,China,Married,Middle Eastern,Homosexual,White,Male,Latin,Masculine,Yes,Yes,31,Yes,Muslim,1,0
646,19084,UK,Female,Yes,Hispanic,Single,China,Divorced,European,Heterosexual,White,Female,Middle Eastern,Feminine,No,No,39,Yes,Christian,1,1
647,1860,Vietnam,Female,Yes,Arab,Single,US,Single,Hispanic,Homosexual,Black,Female,Middle Eastern,Feminine,Yes,Yes,69,Yes,Jewish,1,0
648,19855,Australia,Male,No,Asian,Married,South Korea,Married,African,Homosexual,Brown,Male,Latin,Feminine,Yes,No,22,Yes,Muslim,0,0
649,18174,Taiwan,Female,Yes,Asian,Divorced,US,Divorced,Middle Eastern,Bisexual,Black,Female,Middle Eastern,Masculine,No,Yes,56,No,Jewish,0,0
650,2030,India,Male,Yes,Black,Divorced,Mexico,Divorced,African,Homosexual,Yellow,Male,Asian,Feminine,No,Yes,20,Yes,Christian,0,1
651,17772,Mexico,Male,No,Arab,Married,Canada,Single,Hispanic,Heterosexual,White,Male,Latin,Feminine,Yes,No,29,Yes,Hindu,1,1
652,15205,US,Female,No,Black,Married,Mexico,Single,African,Bisexual,White,Female,African,Feminine,Yes,No,18,No,Hindu,0,1
653,16237,Taiwan,Female,No,Asian,Divorced,Canada,Single,Middle Eastern,Bisexual,Yellow,Female,Middle Eastern,Feminine,Yes,Yes,45,Yes,Jewish,0,1
654,12848,South Korea,Male,Yes,Black,Single,Mexico,Single,Hispanic,Bisexual,White,Male,Asian,Masculine,No,No,19,Yes,Buddhist,0,1
655,19571,Vietnam,Male,Yes,Hispanic,Married,US,Married,African,Bisexual,Yellow,Male,Middle Eastern,Feminine,No,No,67,Yes,Atheist,1,1
656,14076,UK,Female,Yes,White,Married,China,Married,Middle Eastern,Bisexual,Brown,Female,Asian,Feminine,No,No,60,No,Hindu,0,0
657,19757,Vietnam,Female,Yes,White,Divorced,China,Married,Asian,Heterosexual,Black,Female,Asian,Feminine,No,Yes,40,No,Atheist,1,1
658,13810,US,Female,No,Hispanic,Single,South Korea,Single,Middle Eastern,Bisexual,Black,Female,African,Feminine,No,Yes,31,No,Christian,1,0
659,17451,Nigeria,Female,No,Black,Single,US,Single,African,Heterosexual,White,Female,Latin,Masculine,No,Yes,42,Yes,Christian,1,1
660,6812,Argentina,Female,Yes,Black,Married,Mexico,Single,African,Bisexual,Yellow,Female,Asian,Masculine,Yes,Yes,24,Yes,Atheist,1,1
661,2110,Jordan,Male,Yes,Hispanic,Divorced,China,Married,Middle Eastern,Homosexual,Brown,Male,Latin,Feminine,No,Yes,58,Yes,Buddhist,0,0
662,18253,Nigeria,Female,No,Asian,Divorced,Canada,Single,Asian,Homosexual,Brown,Female,Western,Masculine,No,No,44,No,Christian,0,0
663,11015,Mexico,Female,No,Asian,Single,Canada,Divorced,European,Homosexual,Brown,Female,Middle Eastern,Feminine,Yes,No,31,Yes,Atheist,0,1
664,10070,UK,Male,No,Black,Divorced,China,Single,African,Homosexual,White,Male,Asian,Masculine,Yes,Yes,30,Yes,Buddhist,1,1
665,9153,Australia,Male,Yes,Black,Single,China,Divorced,European,Homosexual,Brown,Male,Western,Masculine,Yes,Yes,50,Yes,Atheist,1,0
666,2879,Brazil,Female,No,Arab,Divorced,US,Divorced,European,Heterosexual,Brown,Female,African,Feminine,Yes,Yes,41,No,Christian,1,0
667,1964,Korea,Female,Yes,Hispanic,Married,Canada,Married,European,Homosexual,Yellow,Female,African,Masculine,Yes,Yes,33,No,Atheist,1,0
668,3113,India,Female,No,Hispanic,Divorced,Mexico,Divorced,Asian,Homosexual,Brown,Female,Middle Eastern,Feminine,No,Yes,45,Yes,Muslim,0,1
669,17129,Jordan,Male,No,Arab,Divorced,Mexico,Single,Hispanic,Bisexual,Black,Male,Middle Eastern,Feminine,No,No,56,Yes,Christian,0,1
670,18611,Nigeria,Male,Yes,Black,Married,US,Married,Asian,Bisexual,Yellow,Male,Western,Masculine,Yes,No,62,Yes,Christian,1,0
671,11081,Brazil,Female,No,White,Single,China,Married,Asian,Bisexual,Black,Female,African,Masculine,No,No,57,No,Buddhist,1,1
672,8422,Taiwan,Male,Yes,Hispanic,Single,South Korea,Divorced,Hispanic,Heterosexual,Black,Male,African,Masculine,Yes,No,60,No,Hindu,1,1
673,5095,Australia,Female,No,Asian,Divorced,Mexico,Divorced,African,Homosexual,White,Female,Latin,Masculine,Yes,Yes,68,No,Jewish,1,1
674,15190,Nigeria,Male,Yes,Asian,Divorced,Mexico,Single,Hispanic,Homosexual,Yellow,Male,Western,Feminine,Yes,No,19,Yes,Atheist,1,0
675,5533,US,Male,No,Asian,Single,US,Single,European,Homosexual,Brown,Male,Western,Masculine,Yes,No,28,Yes,Muslim,1,1
676,5381,Jordan,Male,No,Black,Married,US,Married,Middle Eastern,Heterosexual,Brown,Male,African,Feminine,No,No,53,Yes,Muslim,0,1
677,12676,US,Male,No,Arab,Divorced,Mexico,Single,Asian,Homosexual,Brown,Male,Western,Feminine,No,Yes,39,Yes,Christian,1,0
678,4414,China,Female,Yes,Hispanic,Divorced,Canada,Single,European,Bisexual,Brown,Female,African,Masculine,No,Yes,65,No,Muslim,0,0
679,4326,Vietnam,Male,Yes,White,Married,South Korea,Divorced,African,Bisexual,Yellow,Male,African,Masculine,Yes,Yes,49,No,Christian,0,0
680,15830,Mexico,Female,No,Hispanic,Married,US,Divorced,Hispanic,Heterosexual,Brown,Female,Middle Eastern,Masculine,No,Yes,37,Yes,Christian,1,1
681,1273,Korea,Male,Yes,Asian,Married,US,Married,Middle Eastern,Bisexual,Yellow,Male,Latin,Masculine,Yes,No,54,Yes,Atheist,0,1
682,16111,UK,Male,Yes,Asian,Married,Mexico,Married,European,Bisexual,Brown,Male,Latin,Feminine,Yes,Yes,21,Yes,Atheist,1,0
683,12689,South Korea,Male,No,Asian,Married,US,Divorced,European,Heterosexual,Black,Male,Asian,Feminine,Yes,No,37,Yes,Hindu,1,0
684,4441,Korea,Female,No,Arab,Divorced,South Korea,Married,African,Homosexual,Brown,Female,Western,Masculine,No,No,46,Yes,Muslim,0,0
685,7013,Korea,Female,No,Black,Divorced,China,Divorced,Middle Eastern,Homosexual,Brown,Female,Western,Masculine,No,Yes,29,Yes,Hindu,0,0
686,18511,Nigeria,Female,No,Asian,Single,South Korea,Divorced,Hispanic,Homosexual,Yellow,Female,African,Masculine,Yes,Yes,45,Yes,Buddhist,0,0
687,3313,South Korea,Female,No,Arab,Married,South Korea,Married,African,Bisexual,Brown,Female,Asian,Masculine,Yes,Yes,58,Yes,Christian,0,0
688,8872,Australia,Male,No,Arab,Single,Canada,Divorced,European,Bisexual,Black,Male,Western,Masculine,Yes,Yes,66,No,Christian,0,0
689,4191,Mexico,Male,Yes,Arab,Single,Canada,Divorced,African,Bisexual,Brown,Male,Middle Eastern,Feminine,Yes,No,57,Yes,Atheist,1,0
690,8047,Australia,Male,No,Hispanic,Divorced,Mexico,Married,Hispanic,Homosexual,Brown,Male,African,Feminine,Yes,No,62,Yes,Christian,1,0
691,8374,Australia,Female,No,Black,Single,US,Single,African,Homosexual,Black,Female,Middle Eastern,Masculine,No,Yes,63,Yes,Atheist,0,0
692,15679,Mexico,Female,No,White,Married,Canada,Single,Asian,Bisexual,Black,Female,Latin,Feminine,No,Yes,59,No,Atheist,0,1
693,1040,Hong Kong,Male,Yes,Asian,Married,US,Divorced,Asian,Heterosexual,White,Male,Asian,Feminine,Yes,Yes,45,Yes,Buddhist,0,1
694,7863,Mexico,Male,No,Hispanic,Divorced,US,Divorced,African,Bisexual,White,Male,Middle Eastern,Feminine,No,No,32,No,Jewish,1,0
695,6549,Canada,Female,Yes,Arab,Single,South Korea,Single,Middle Eastern,Homosexual,Yellow,Female,Western,Feminine,Yes,No,67,Yes,Buddhist,0,0
696,18791,Taiwan,Female,Yes,White,Divorced,South Korea,Single,Asian,Bisexual,Black,Female,Asian,Feminine,No,Yes,43,No,Jewish,1,0
697,9466,UK,Male,No,Arab,Married,China,Married,Middle Eastern,Bisexual,White,Male,African,Feminine,No,Yes,63,No,Buddhist,1,0
698,17912,China,Female,No,Asian,Divorced,South Korea,Single,European,Homosexual,White,Female,Latin,Feminine,Yes,Yes,58,Yes,Atheist,1,1
699,11260,Vietnam,Male,No,Hispanic,Divorced,Mexico,Married,Asian,Bisexual,Brown,Male,Asian,Feminine,No,No,44,Yes,Atheist,1,1
700,5657,Vietnam,Female,Yes,Arab,Single,China,Married,Middle Eastern,Bisexual,Brown,Female,Middle Eastern,Masculine,Yes,No,33,No,Hindu,0,1
701,13103,UK,Female,No,Asian,Single,South Korea,Divorced,Hispanic,Bisexual,Black,Female,Asian,Masculine,No,Yes,27,No,Atheist,0,0
702,7127,Brazil,Female,No,White,Married,China,Married,African,Homosexual,Black,Female,African,Masculine,Yes,No,52,Yes,Jewish,0,0
703,17537,Australia,Female,Yes,Hispanic,Married,Canada,Married,African,Homosexual,White,Female,Latin,Masculine,Yes,Yes,29,Yes,Buddhist,0,0
704,9116,India,Female,Yes,White,Single,Mexico,Married,European,Homosexual,Yellow,Female,Latin,Feminine,No,No,61,No,Muslim,1,1
705,13121,Australia,Female,No,White,Divorced,US,Divorced,Asian,Heterosexual,Yellow,Female,Latin,Feminine,No,No,26,No,Christian,0,0
706,6803,Australia,Female,No,White,Single,Mexico,Single,Hispanic,Bisexual,Black,Female,Latin,Masculine,No,No,49,Yes,Muslim,1,0
707,18522,Hong Kong,Male,Yes,Arab,Divorced,South Korea,Married,European,Bisexual,Brown,Male,Middle Eastern,Feminine,No,No,67,No,Muslim,0,1
708,16528,Nigeria,Male,Yes,White,Married,Mexico,Married,African,Bisexual,Brown,Male,Asian,Feminine,Yes,Yes,67,Yes,Atheist,0,1
709,9284,Hong Kong,Female,Yes,Asian,Married,US,Divorced,Hispanic,Homosexual,Yellow,Female,Asian,Masculine,No,No,56,Yes,Hindu,0,1
710,13271,Argentina,Female,No,Asian,Divorced,South Korea,Married,Asian,Heterosexual,Yellow,Female,Asian,Feminine,No,No,46,No,Jewish,1,0
711,12640,Mexico,Male,Yes,Arab,Divorced,China,Married,African,Heterosexual,Black,Male,Western,Masculine,Yes,No,50,No,Christian,0,0
712,9505,Argentina,Male,No,Hispanic,Divorced,China,Married,Middle Eastern,Bisexual,Brown,Male,Latin,Masculine,No,Yes,46,Yes,Christian,0,1
713,7871,Vietnam,Female,Yes,Black,Single,South Korea,Divorced,Asian,Bisexual,White,Female,Western,Feminine,Yes,No,31,No,Jewish,0,1
714,17069,UK,Female,Yes,Arab,Divorced,China,Married,Hispanic,Heterosexual,Black,Female,African,Masculine,Yes,No,32,Yes,Buddhist,0,1
715,14696,India,Female,No,Hispanic,Divorced,Mexico,Single,Middle Eastern,Bisexual,Yellow,Female,Middle Eastern,Masculine,Yes,No,59,No,Muslim,1,1
716,16563,Korea,Female,Yes,Black,Married,Mexico,Single,Hispanic,Heterosexual,White,Female,Middle Eastern,Masculine,Yes,No,57,Yes,Christian,0,1
717,17294,Taiwan,Female,Yes,Asian,Divorced,US,Married,Middle Eastern,Heterosexual,Yellow,Female,Latin,Masculine,No,No,61,No,Atheist,0,1
718,14134,Canada,Male,Yes,White,Single,US,Single,European,Bisexual,Brown,Male,Latin,Feminine,No,Yes,39,No,Hindu,0,1
